1 387:12285.19336 51:8.808031709 36:54.98600006 27:88.23120117 50:2.692072157 27:88.23120117 42:1 28:73.67500305 89:16433.62109 20:0.337500572 38:2.839999914 43:1 402:85.26200104 24:0 28:73.67500305 376:0 43:1 88:12348.14355 29:54.19400024 30:72.19400024 32:78.63800049 22:68.15499878 42:1 42:1 47:20.45190048 43:1 48:57.69240189 37:2.834300041 51:9.03989207 46:19.84000015 50:2.563878244
1 387:11642.24609 51:7.428683048 36:54.98600006 27:82.83750153 50:2.146190609 27:82.83750153 42:1 28:67.74369812 89:15710.8291 20:0 38:2.839999914 43:1 402:85.01000214 24:0 28:67.74369812 376:0 43:1 88:11651.41016 29:53.72600174 30:71.58200073 32:78.26000214 22:68.15499878 42:1 42:1 47:21.33709908 43:1 48:59.06600189 37:2.855600119 51:7.624233789 46:19.84000015 50:2.043991057
1 387:11411.54004 51:7.299255241 36:54.98600006 27:82.30000305 50:1.880382693 27:82.30000305 42:1 28:64.5062027 89:15437.68066 20:0 38:2.839999914 43:1 402:85.13600159 24:0 28:64.5062027 376:0 43:1 88:11361.80469 29:53.56399918 30:71.45600128 32:77.86399841 22:68.15499878 42:1 42:1 47:21.45919991 43:1 48:59.18809891 37:2.825099945 51:7.491398959 46:19.84000015 50:1.79084066
1 387:11214.87402 51:6.671992988 36:54.98600006 27:79.60620117 50:1.715460272 27:79.60620117 42:1 28:62.34999847 89:15235.97168 20:0.337500572 38:2.839999914 43:1 402:85.04599762 24:0 28:62.34999847 376:0 43:1 88:11261.07129 29:53.77999878 30:71.36599731 32:77.70200348 22:68.15499878 42:1 42:1 47:21.76440048 43:1 48:59.00490189 37:2.834300041 51:6.847624815 46:19.84000015 50:1.633771688
1 387:10371.47754 51:5.520609687 36:54.98600006 27:74.21250153 50:1.086319423 27:74.21250153 42:1 28:52.64369965 89:14298.86426 20:1.956200004 38:2.839999914 43:1 402:73.05799866 24:0 28:52.64369965 376:0 43:1 88:10492.98633 29:53.56399918 30:70.98799896 32:71.16799927 22:68.15499878 42:1 42:1 47:20.5739994 43:1 48:57.99760056 37:2.825099945 51:5.665932796 46:19.84000015 50:1.034589927
1 387:10061.34961 51:2.370546208 36:54.98600006 27:54.26250076 50:1.178885785 27:54.26250076 42:1 28:54.26250076 89:13954.27734 20:0 38:1.173400044 43:1 24:0 28:54.26250076 376:0 43:1 88:10111.04199 29:55.02199936 30:71.72599792 32:82.56199646 22:60.19369888 42:1 42:1 47:49.48109818 43:1 48:100 37:1.170600057 51:2.432947856 46:0 50:1.122748366 
1 387:10023.5293 51:2.307678287 36:54.98600006 27:53.72499847 50:1.178885785 27:53.72499847 42:1 28:54.26250076 89:13912.25488 20:0 38:1.181499958 43:1 24:0 28:54.26250076 376:0 43:1 88:10018.7041 29:54.93199921 30:71.72599792 32:82.56199646 22:60.19369888 42:1 42:1 47:49.35900116 43:1 48:100 37:1.18900001 51:2.368425016 46:0 50:1.122748366 
1 387:10061.35059 51:2.307678287 36:54.98600006 27:53.72499847 50:1.147621219 27:53.72499847 42:1 28:53.72499847 89:13916.45703 20:0 38:1.185500026 43:1 24:0 28:53.72499847 376:0 43:1 88:9976.732422 29:55.34600067 30:71.58200073 32:82.43599701 22:60.19369888 42:1 42:1 47:49.23690033 43:1 48:100 37:1.192000031 51:2.368425016 46:0 50:1.092972589 
1 387:10057.56836 51:2.370546208 36:54.98600006 27:54.26250076 50:1.147621219 27:54.26250076 42:1 28:53.72499847 89:13950.07617 20:0 38:1.185500026 43:1 24:0 28:53.72499847 376:0 43:1 88:10014.50781 29:55.50799942 30:71.58200073 32:82.29199982 22:60.19369888 42:1 42:1 47:48.99269867 43:1 48:100 37:1.182800055 51:2.432947856 46:0 50:1.092972589 
1 387:10031.09375 51:2.370546208 36:54.98600006 27:54.26250076 50:1.178885785 27:54.26250076 42:1 28:54.26250076 89:13920.66016 20:0 38:1.185500026 43:1 24:0 28:54.26250076 376:0 43:1 88:10010.30957 29:55.92200089 30:71.63600159 32:82.29199982 22:60.19369888 42:1 42:1 47:48.96220016 43:1 48:100 37:1.18900001 51:2.432947856 46:0 50:1.122748366 
1 387:10031.09277 51:2.370546208 36:54.98600006 27:54.26250076 50:1.147621219 27:54.26250076 42:1 28:53.72499847 89:13891.24316 20:0 38:1.185500026 43:1 24:0 28:53.72499847 376:0 43:1 88:9955.746094 29:57.0019989 30:71.58200073 32:82.04000092 22:60.19369888 42:1 42:1 47:49.23690033 43:1 48:100 37:1.19509995 51:2.432947856 46:0 50:1.092972589 
1 387:10443.33691 51:6.918059084 36:58.83800125 27:80.68119812 50:1.715460272 27:80.68119812 42:1 28:62.34999847 89:14378.70801 20:0 38:1.209599972 43:1 24:33.875 28:62.34999847 376:0 43:1 88:10480.39453 29:58.24399948 30:71.58200073 32:57.0379982 22:66.125 42:1 42:1 47:31.95980072 43:1 48:73.19909668 37:1.208799958 51:7.100168292 46:0 50:1.633771688 
1 387:9823.080078 51:2.633560743 36:54.98600006 27:56.41880035 50:1.309684373 27:56.41880035 42:1 28:56.41880035 89:13689.53418 20:0 38:1.229699969 43:1 24:59.21879959 28:56.41880035 376:0 43:1 88:9779.464844 29:54.9679985 30:72.71600342 32:85.56800079 22:60.19369888 42:1 42:1 47:14.56050014 43:1 48:46.82550049 37:1.20570004 51:2.702885919 46:0 50:1.24731845 
1 387:10579.49023 51:3.44950961 36:57.36199951 27:62.34999847 50:2.48459269 27:62.34999847 42:1 28:72.05619812 89:14466.95508 20:0 38:1.173400044 43:1 24:62.99380112 28:71.51869965 376:0 43:1 88:10581.12695 29:54.26599884 30:71.67199707 32:87.02600098 22:60.19369888 42:1 42:1 47:38.49209976 43:1 48:90.4457016 37:1.173699975 51:3.540313614 46:0 50:2.414602171 
1 387:10466.02832 51:3.369806673 36:57.48799896 27:61.8125 50:2.335665563 27:61.8125 42:1 28:69.36250305 89:14403.9209 20:0 38:1.169399977 43:1 24:61.375 28:69.90000153 376:0 43:1 88:10480.39453 29:54.93199921 30:71.85199738 32:86.93599701 22:60.19369888 42:1 42:1 47:38.73630142 43:1 48:88.55310059 37:1.158400059 51:3.458512597 46:0 50:2.178561388 
1 387:10696.7334 51:3.613406499 36:56.20999908 27:63.43119812 50:2.586719398 27:63.43119812 42:1 28:72.59369659 89:14630.84375 20:0 38:1.173400044 43:1 24:62.45629883 28:72.59369659 376:0 43:1 88:10656.67676 29:58.11800003 30:72.10399628 32:86.46800232 22:60.19369888 42:1 42:1 47:37.42380142 43:1 48:80.25029755 37:1.179800034 51:3.708524882 46:0 50:2.463542283 
1 387:11298.0791 51:4.599766601 36:56.7859993 27:69.36250305 50:3.138989043 27:69.36250305 42:1 28:77.98750305 89:15328.42188 20:32.69369888 38:1.193500042 43:1 24:64.06880188 28:77.98750305 376:0 43:1 88:11403.77637 29:62.45600128 30:72.41000366 32:85.65799713 22:60.19369888 42:1 42:1 47:36.08069992 43:1 48:71.03179932 37:1.172199965 51:4.720849674 46:0 50:2.989513374 
1 387:9210.388672 51:2.124713434 36:54.98600006 27:52.10620117 50:1.210681062 27:52.10620117 42:1 28:54.79999924 89:13004.56348 20:0 38:1.157400012 43:1 24:58.13750076 28:54.79999924 376:0 43:1 88:9175.069336 29:55.38199997 30:72.53600311 32:84.0019989 22:60.19369888 42:1 42:1 47:38.73630142 43:1 48:88.67520142 37:1.162999988 51:2.180643844 46:0 50:1.153029583 
1 387:9463.786133 51:2.184410417 36:55.50799942 27:52.64369965 50:1.276267908 27:52.64369965 42:1 28:55.88130188 89:13290.31836 20:0 38:1.161399961 43:1 24:59.75630188 28:55.88130188 376:0 43:1 88:9372.336914 29:54.10400009 30:72.10399628 32:86.12599945 22:60.19369888 42:1 42:1 47:33.6692009 43:1 48:79.21250153 37:1.164499998 51:2.241912275 46:0 50:1.215493246 
1 387:9747.44043 51:2.499491871 36:55.34600067 27:55.33750153 50:1.449257229 27:55.33750153 42:1 28:58.57500076 89:13605.48926 20:0 38:1.173400044 43:1 24:60.29999924 28:58.57500076 376:0 43:1 88:9892.788086 29:56.08399963 30:72.13999939 32:86.2519989 22:60.19369888 42:1 42:1 47:32.90610123 43:1 48:75.76319885 37:1.175199986 51:2.565287852 46:0 50:1.38024498 
1 387:9342.760742 51:2.184410417 36:55.43600082 27:52.64369965 50:1.056631782 27:52.64369965 42:1 28:52.10620117 89:13155.8457 20:0 38:1.169399977 43:1 24:58.68119812 28:52.10620117 376:0 43:1 88:9300.985352 29:57.45199966 30:72.41000366 32:86.43199921 22:60.19369888 42:1 42:1 47:32.38710022 43:1 48:72.86329651 37:1.133999944 51:2.241912275 46:0 50:1.006315983 
1 387:10235.32324 51:3.061745176 36:54.98600006 27:59.65620041 50:2.192478233 27:59.65620041 42:1 28:68.81880188 89:14147.58203 20:0 38:1.213600039 43:1 24:67.3062973 28:68.28119659 376:0 43:1 88:10090.05664 29:54.22999954 30:71.88800049 32:91.94000244 22:60.19369888 42:1 42:1 47:51.31259918 43:1 48:100 37:1.202700019 51:3.142341768 46:0 50:2.132760793 
1 387:10167.24707 51:3.061745176 36:54.98600006 27:59.65620041 50:2.335665563 27:59.65620041 42:1 28:69.90000153 89:14071.94141 20:0 38:1.213600039 43:1 24:69.46250153 28:69.90000153 376:0 43:1 88:10094.25391 29:54.73400116 30:71.88800049 32:91.74199677 22:60.19369888 42:1 42:1 47:51.64839935 43:1 48:100 37:1.210299969 51:3.142341768 46:0 50:2.224443394 
1 387:10246.66992 51:3.061745176 36:54.98600006 27:59.65620041 50:2.054956068 27:59.65620041 42:1 28:66.66249847 89:14160.18945 20:0 38:1.217599988 43:1 24:63.53129959 28:66.66249847 376:0 43:1 88:10241.15527 29:55.18399811 30:71.97799683 32:91.48999786 22:60.19369888 42:1 42:1 47:51.55680084 43:1 48:100 37:1.210299969 51:3.142341768 46:0 50:1.957101017 
1 387:10189.93945 51:3.13679933 36:54.98600006 27:60.19369888 50:1.96670487 27:60.19369888 42:1 28:65.58750153 89:14097.15527 20:0 38:1.217599988 43:1 24:62.99380112 28:65.58750153 376:0 43:1 88:10220.16895 29:56.20999908 30:72.01399994 32:91.27400208 22:60.19369888 42:1 42:1 47:52.22840118 43:1 48:100 37:1.231699944 51:3.219371629 46:0 50:1.873052257 
-1 51:6.671992988 36:54.98600006 27:79.60620117 50:3.694687497 27:79.60620117 28:82.84049273 89:14340.97918 20:33.78059458 38:2.839999914 402:58.24399948 24:65.49972559 28:82.84049273 376:0 88:10425.5319 29:55.01784094 30:72.23000336 32:67.0826938 22:68.15499878 47:37.08833677 48:86.4561343 37:2.837367168 51:6.847624815 46:19.84000015 50:3.518749997
-1 51:6.671992988 36:54.98600006 27:79.60620117 50:3.694325306 27:79.60620117 28:82.83750153 89:14340.88672 20:33.76869965 38:2.839999914 402:58.24792127 24:65.49499512 28:82.83750153 376:0 88:10425.83203 29:55.02199936 30:72.23000336 32:67.08200073 22:68.15499878 47:37.08800125 48:86.44689941 37:2.837300062 51:6.847624815 46:19.84000015 50:3.518405053
-1 51:6.794187373 36:54.98600006 27:80.14309639 50:3.630032378 27:80.14309639 28:82.3006063 89:14311.50469 20:31.61491922 38:2.839999914 402:58.94599915 24:65.92452044 28:82.3006063 376:0 88:10350.36702 29:54.89614132 30:72.1401004 32:66.66846392 22:68.15499878 47:37.20996123 48:86.81279079 37:2.829708523 51:6.973035814 46:19.84000015 50:3.457173694
-1 51:6.794324671 36:54.98600006 27:80.14369965 50:3.629960139 27:80.14369965 28:82.30000305 89:14311.47168 20:31.61249924 38:2.839999914 402:58.94535915 24:65.92500305 28:82.30000305 376:0 88:10350.28223 29:54.89599991 30:72.13999939 32:66.66799927 22:68.15499878 47:37.21009827 48:86.8132019 37:2.829699993 51:6.973176725 46:19.84000015 50:3.457104894
-1 51:6.672264534 36:54.98600006 27:79.60739429 50:3.566446045 27:79.60739429 28:81.76369008 89:14319.85732 20:31.61249924 38:2.839999914 402:58.36999893 24:65.92500305 28:81.76369008 376:0 88:10563.86371 29:54.9319193 30:72.01427963 32:66.41655974 22:68.15499878 47:37.39279348 48:87.3613827 37:2.83428983 51:6.84790351 46:19.84000015 50:3.396615281
-1 51:6.671992988 36:54.98600006 27:79.60620117 50:3.566304746 27:79.60620117 28:81.76249695 89:14319.87598 20:31.61249924 38:2.839999914 402:58.37135742 24:65.92500305 28:81.76249695 376:0 88:10564.33887 29:54.93199921 30:72.01399994 32:66.41600037 22:68.15499878 47:37.39319992 48:87.36260223 37:2.834300041 51:6.847624815 46:19.84000015 50:3.39648071
-1 51:6.671992988 36:54.98600006 27:79.60620117 50:3.566304746 27:79.60620117 28:81.76249695 89:14315.6785 20:31.07559798 38:2.839999914 402:58.98199844 24:65.4954729 28:81.76249695 376:0 88:10396.63771 29:54.96795851 30:72.06794079 32:66.16428146 22:68.15499878 47:37.3627353 48:86.96623832 37:2.844888115 51:6.847624815 46:19.84000015 50:3.39648071
-1 51:6.671992988 36:54.98600006 27:79.60620117 50:3.566304746 27:79.60620117 28:81.76249695 89:14315.67383 20:31.07500076 38:2.839999914 402:58.98171968 24:65.49499512 28:81.76249695 376:0 88:10396.45117 29:54.9679985 30:72.06800079 32:66.16400146 22:68.15499878 47:37.36270142 48:86.96579742 37:2.844899893 51:6.847624815 46:19.84000015 50:3.39648071
-1 51:6.671992988 36:54.98600006 27:79.60620117 50:3.693620347 27:79.60620117 28:82.8315819 89:14353.28588 20:32.68478535 38:2.839999914 402:58.72999954 24:65.92263517 28:82.8315819 376:0 88:10371.40723 29:55.09330792 30:72.0142973 32:66.16400146 22:68.15499878 47:37.36270142 48:86.69261372 37:2.835850042 51:6.847624815 46:19.84000015 50:3.517733663
-1 51:6.671992988 36:54.98600006 27:79.60620117 50:3.694325306 27:79.60620117 28:82.83750153 89:14353.49414 20:32.69369888 38:2.839999914 402:58.72377186 24:65.92500305 28:82.83750153 376:0 88:10371.26855 29:55.09400177 30:72.01399994 32:66.16400146 22:68.15499878 47:37.36270142 48:86.69110107 37:2.835799932 51:6.847624815 46:19.84000015 50:3.518405053
-1 51:6.671992988 36:54.98600006 27:79.60620117 50:3.566448267 27:79.60620117 28:81.76370211 89:14324.1111 20:30.00301984 38:2.839999914 402:57.61399841 24:65.49547719 28:81.76370211 376:0 88:10383.84526 29:54.77036369 30:71.97803719 32:65.42682986 22:68.15499878 47:37.36270142 48:86.44717318 37:2.83879659 51:6.847624815 46:19.84000015 50:3.396617397
-1 51:6.671992988 36:54.98600006 27:79.60620117 50:3.566304746 27:79.60620117 28:81.76249695 89:14324.07813 20:30 38:2.839999914 402:57.61325842 24:65.49499512 28:81.76249695 376:0 88:10383.85938 29:54.77000046 30:71.97799683 32:65.4260025 22:68.15499878 47:37.36270142 48:86.44689941 37:2.838799953 51:6.847624815 46:19.84000015 50:3.39648071
-1 51:6.195749918 36:54.98600006 27:77.45239273 50:2.855557164 27:77.45239273 28:75.30088872 89:13954.68921 20:28.38299946 38:2.839999914 402:56.94800186 24:63.33739908 28:75.30088872 376:0 88:10132.30813 29:54.77000046 30:71.85213737 32:65.13832049 22:68.15499878 47:37.02727436 48:85.68464763 37:2.847989827 51:6.358845245 46:19.84000015 50:2.719578251
-1 51:6.19522017 36:54.98600006 27:77.44999695 50:2.854766566 27:77.44999695 28:75.29370117 89:13954.27832 20:28.38120079 38:2.839999914 402:56.94838228 24:63.33499908 28:75.29370117 376:0 88:10132.02832 29:54.77000046 30:71.85199738 32:65.13800049 22:68.15499878 47:37.02690125 48:85.68379974 37:2.84800005 51:6.358301553 46:19.84000015 50:2.718825301
-1 51:6.19522017 36:54.98600006 27:77.44999695 50:2.854766566 27:77.44999695 28:75.29370117 89:13945.8824 20:28.38120079 38:2.839999914 402:57.29000092 24:63.76452108 28:75.29370117 376:0 88:9934.980172 29:54.93181901 30:72.06776052 32:65.42568214 22:68.15499878 47:36.17314997 48:83.7323748 37:2.838810187 51:6.358301553 46:19.84000015 50:2.718825301
-1 51:6.19522017 36:54.98600006 27:77.44999695 50:2.854766566 27:77.44999695 28:75.29370117 89:13945.87305 20:28.38120079 38:2.839999914 402:57.29031915 24:63.76499939 28:75.29370117 376:0 88:9934.760742 29:54.93199921 30:72.06800079 32:65.4260025 22:68.15499878 47:36.17219925 48:83.73020172 37:2.838799953 51:6.358301553 46:19.84000015 50:2.718825301
-1 51:6.19522017 36:54.98600006 27:77.44999695 50:2.799692237 27:77.44999695 28:74.75239516 89:13887.30019 20:27.83989478 38:2.839999914 402:57.57799911 24:63.33689336 28:74.75239516 376:0 88:10051.63579 29:54.8961585 30:72.19344518 32:65.10342471 22:68.15499878 47:35.86834507 48:83.88212501 37:2.832726886 51:6.358301553 46:19.84000015 50:2.666373559
-1 51:6.19522017 36:54.98600006 27:77.44999695 50:2.799448545 27:77.44999695 28:74.75 89:13887.04102 20:27.83749962 38:2.839999914 402:57.57228738 24:63.33499908 28:74.75 376:0 88:10052.15294 29:54.89599991 30:72.19400024 32:65.10199738 22:68.15499878 47:35.86700058 48:83.88279724 37:2.832700014 51:6.358301553 46:19.84000015 50:2.666141471
-1 51:6.195351081 36:54.98600006 27:77.45059953 50:2.799387986 27:77.45059953 28:74.74939742 89:13887.10226 20:27.83871173 38:2.839999914 402:57.57085945 24:63.33548115 28:74.74939742 376:0 88:10052.28223 29:54.8964035 30:72.19379845 32:65.10153326 22:68.15499878 47:35.86689789 48:83.88245509 37:2.832710328 51:6.35843591 46:19.84000015 50:2.666083796
-1 51:6.311861878 36:54.98600006 27:77.98690047 50:2.745490393 27:77.98690047 28:74.2131041 89:13941.60965 20:28.91748716 38:2.839999914 402:56.29999924 24:63.76451733 28:74.2131041 376:0 88:9930.700086 29:55.25559693 30:72.01420173 32:64.68846766 22:68.15499878 47:35.77550095 48:83.57794072 37:2.841889796 51:6.478013706 46:19.84000015 50:2.614752756
-1 51:6.311992789 36:54.98600006 27:77.98750305 50:2.745429834 27:77.98750305 28:74.21250153 89:13941.6709 20:28.91869926 38:2.839999914 402:56.29925924 24:63.76499939 28:74.21250153 376:0 88:9930.563477 29:55.25600052 30:72.01399994 32:64.68800354 22:68.15499878 47:35.77539825 48:83.57759857 37:2.84190011 51:6.478148063 46:19.84000015 50:2.61469508
-1 51:6.311992789 36:54.98600006 27:77.98750305 50:2.799388524 27:77.98750305 28:74.74940278 89:13866.11432 20:27.30179779 38:2.839999914 402:55.63399887 24:64.19951362 28:74.74940278 376:0 88:9993.451531 29:54.84245906 30:72.28369659 32:64.31041757 22:68.15499878 47:35.47053869 48:83.7909614 37:2.815928976 51:6.478148063 46:19.84000015 50:2.666084309
-1 51:6.311992789 36:54.98600006 27:77.98750305 50:2.799448545 27:77.98750305 28:74.75 89:13866.03027 20:27.29999924 38:2.839999914 402:55.63395892 24:64.19999695 28:74.75 376:0 88:9993.521484 29:54.84199905 30:72.28399658 32:64.30999756 22:68.15499878 47:35.47019958 48:83.79119873 37:2.815900087 51:6.478148063 46:19.84000015 50:2.666141471
-1 51:6.311992789 36:54.98600006 27:77.45059351 50:2.799448545 27:77.98750305 28:74.75 89:13908.00609 20:28.91690271 38:2.839999914 402:55.59799957 24:63.33595913 28:74.75 376:0 88:10073.17907 29:55.25554103 30:72.44581934 32:64.13019703 22:68.15499878 47:34.8298131 48:82.90698069 37:2.841871253 51:6.358434568 46:19.84000015 50:2.666141471
-1 51:6.311992789 36:54.98600006 27:77.44999695 50:2.799448545 27:77.98750305 28:74.75 89:13908.05273 20:28.91869926 38:2.839999914 402:55.59789968 24:63.33499908 28:74.75 376:0 88:10073.26758 29:55.25600052 30:72.44599915 32:64.12999725 22:68.15499878 47:34.82910156 48:82.90599823 37:2.84190011 51:6.358301553 46:19.84000015 50:2.666141471
-1 51:6.195736863 36:54.98600006 27:77.44999695 50:2.799448545 27:77.45237529 28:74.75 89:13895.50207 20:26.76966421 38:2.839999914 402:55.50799942 24:64.1971232 28:74.75 376:0 88:10123.41093 29:54.73631089 30:72.53560487 32:63.69991335 22:68.15499878 47:34.95065833 48:83.75691456 37:2.843393365 51:6.358301553 46:19.84000015 50:2.666141471
-1 51:6.195349344 36:54.98600006 27:77.44999695 50:2.799448545 27:77.45059153 28:74.75 89:13895.46023 20:26.76250076 38:2.839999914 402:55.50637581 24:64.19999695 28:74.75 376:0 88:10123.57807 29:54.73457859 30:72.53590355 32:63.69847973 22:68.15499878 47:34.95106351 48:83.75975095 37:2.843398342 51:6.358301553 46:19.84000015 50:2.666141471
