-1 89:18802.75391 50:2.887510341 51:8.06898702 53:35.55500031 336:46.77799988 309:0 32:74.44400024 324:9500 30:73.97599792 88:15100.95117 22:100 24:33.66999817 42:1 43:1 90:9367.041992 20:40.27999878 28:41.47000122 27:53.39500046
-1 89:18585.17188 50:2.863135473 51:7.768605347 53:36.06499863 336:46.52600098 309:0 32:73.9940033 324:9500 30:74.01200104 88:14985.93262 22:100 24:35.88999939 42:1 43:1 90:9490.118164 20:39.15499878 28:41.34000015 27:52.65000153
-1 89:18742.31445 50:2.996886743 51:7.900774691 53:32.59500122 336:46.47200012 309:0 32:73.9940033 324:9500 30:74.10199738 88:15129.70605 22:100 24:32.67499924 42:1 43:1 90:9657.151367 20:44.46500015 28:42.04499817 27:52.97999954
-1 89:18718.13867 50:2.824962094 51:7.908830345 53:46.27500153 336:46.38199997 309:0 32:74.80400085 324:9500 30:74.10199738 88:14947.59375 22:100 24:45.56499863 42:1 43:1 90:9393.415039 20:45.49000168 28:41.13499832 27:53
-1 89:18754.40234 50:2.986314387 51:8.001839942 53:37.04000092 336:46.43600082 309:0 32:73.70600128 324:9500 30:73.9940033 88:15100.95117 22:100 24:33.54000092 42:1 43:1 90:9182.426758 20:41.79999924 28:41.99000168 27:53.22999954
-1 89:19032.42383 50:3.127582189 51:7.96333936 53:36.70000076 336:46.40000153 309:0 32:73.9940033 324:9500 30:73.84999847 88:15321.40234 22:100 24:36.86999893 42:1 43:1 90:9296.711914 20:46.88999939 28:42.71500015 27:53.13499832
-1 89:18839.01758 50:3.188245292 51:8.154957695 53:40.07500076 336:46.56200027 309:0 32:74.73200226 324:9500 30:73.72399902 88:15321.40234 22:100 24:40.18999863 42:1 43:1 90:9446.163086 20:47.41999817 28:43.02000046 27:53.60499954
-1 89:18718.13867 50:2.977680839 51:8.044528596 53:36.13499832 336:46.56200027 309:0 32:74.66000366 324:9500 30:73.77799988 88:15292.64844 22:100 24:35.73500061 42:1 43:1 90:9832.975586 20:40.88499832 28:41.94499969 27:53.33499908
-1 89:19056.59961 50:3.055946843 51:7.941104668 53:24.47999954 336:46.47200012 309:0 32:74.01200104 324:9500 30:73.83200073 88:15053.02637 22:100 24:23.25499916 42:1 43:1 90:10413.19531 20:40.32500076 28:42.34999847 27:53.08000183
-1 89:18790.66602 50:3.021971355 51:7.914875093 53:26.88999939 336:46.49000168 309:0 32:73.84999847 324:9500 30:73.79599762 88:14842.16016 22:100 24:25.56500053 42:1 43:1 90:10386.82129 20:41.47999954 28:42.17499924 27:53.01499939
-1 89:18923.63281 50:3.055946843 51:8.064906591 53:29.81999969 336:46.34600067 309:0 32:74.20999908 324:9500 30:73.74199677 88:15388.49707 22:100 24:28.81999969 42:1 43:1 90:9367.041992 20:47.50500107 28:42.34999847 27:53.38499832
-1 89:18899.45703 50:3.053999259 51:8.140589399 53:30.20000076 336:44.83399963 309:0 32:73.70600128 324:9500 30:73.68800354 88:15302.2334 22:100 24:29.78499985 42:1 43:1 90:9498.910156 20:44.41500092 28:42.34000015 27:53.56999969
